SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Loudness,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,ArtistHotttnesss,AudioMd5,EndOfFadeIn,Energy,Key,KeyConfidence,Mode,ModeConfidence,Release,SongHotttness,StartOfFadeOut,Genre,TrackId
3852,SOJGNFC12AB017DAB8,635170,Get Picked Up,ARJ0FG21187B99F7C4,,,,Crazy Girl,,323.00363,8,0.536,-5.533,91.997,1,1.0,Get Picked Up,,0.48706603683687166,0.36638937070534877,a997500cac4b5c99b5156faf8c18938d,0.0,0.0,8,0.536,1,0.515,Get Picked Up,0.0,308.373,,TRAIGRF128F9332355
3853,SOKJNHN12AC46888ED,597112,The Best Of The Memphis Jug Band,AR5GLIU1187FB4638A,,Memphis TN,,Memphis Jug Band,,161.54077,10,0.977,-15.963,97.754,1,0.0,Ambulance Man,2001,0.5061267738918808,0.35078789087528156,e5682d409a518112981e2259cc916fb2,0.142,0.0,10,0.977,1,0.858,The Best Of The Memphis Jug Band,,156.253,,TRAIGTF12903CE60BD
3854,SOPBQJF12AC468A49A,742576,Balle! Balle! Sounds of Bhangra,AR2PNSZ1187B9AF0A4,,,,Pardesi,,368.32608,0,0.254,-7.071,202.036,4,0.459,Dama Dam Mast Kalander,,0.3863837750240484,0.2563503629041404,98ef78d992b3af441cd52947a59fe224,0.247,0.0,0,0.254,1,0.306,Balle! Balle! Sounds of Bhangra,,355.695,,TRAIGNW12903D064C9
3855,SOTAMUT12A8C13757E,92091,Live Around The World 1991 - 1996,AR49A9P1187FB3BBBF,26.27249,Coral Springs Florida,-80.25306,Saigon Kick,,233.66485,0,0.858,-8.932,110.487,4,0.807,ICU,,0.5287500603890649,0.40022175639897006,13475de0022fdd921fe5744b5472469d,0.0,0.0,0,0.858,1,0.716,Live Around The World 1991 - 1996,0.37598430150044215,223.579,,TRAIGWQ128F4270EB9
3856,SOLXQSB12A8C133A2D,240644,Same !@#$ Different Day,AR0JPOG1187FB37383,,Japan,,Lyrics Born,,256.13016,11,0.817,-4.316,174.293,3,1.0,Over You (feat Joyo Velarde_ prod DJ Shadow),2005,0.528308348622489,0.5121972430113413,618a9159793b53c0a767816aaab00e4f,0.0,0.0,11,0.817,0,0.775,Same !@#$ Different Day,0.42512465831305757,253.411,,TRAIGZU128F4236EB6
3857,SOZEERF12A58A7C6F6,154924,The Christmas Guest,AR4GP451187FB3F2BB,,,,Andy Griffith,,190.85016,6,0.489,-10.239,96.052,4,0.48,Jesus Walked This Lonesome Valley  (The Christmas Guest Album Version),,0.5168736834341928,0.31060034368783074,31055cccfa90035f0d4927f2ff2a2655,0.0,0.0,6,0.489,0,0.432,The Christmas Guest,0.0,176.257,,TRAIGOB128F426AE43
3858,SOGYDSV12A8C142A33,525940,Malllet Jazz,AREVNGE11F50C49B9A,,,,Tom Collier,,411.42812,0,0.515,-17.325,111.743,4,1.0,Eddie's Pad,,0.28835077306172935,0.0,2224383fa454227ab75076dbb9dbc8e3,0.0,0.0,0,0.515,0,0.509,Malllet Jazz,0.21001177949168065,389.074,,TRAINMM128F92ECF70
3859,SOUKPYI12A8C1349EB,281698,Black & Blue,AR3JMC51187B9AE49D,28.53823,Orlando FL,-81.37739,Backstreet Boys,,236.2771,10,0.495,-2.801,103.997,4,0.611,The Call,2000,0.8514176288473655,0.5926149273518344,b2c977111e3611af7221efec2d4fd524,2.014,0.0,10,0.495,0,0.5,Black & Blue,,229.883,american | pop | boy band | boy group | pop and chart,TRAINIF128F426416B
3860,SOEHEFW12A8C143C20,820141,While You Slept I Went Out Walking,AR7JAMC1187B98BCF3,,,,The Gentle Good,,400.48281,2,0.864,-16.489,85.118,5,0.679,Hiraeth am Feirion,,0.4929867194030152,0.34826516306161226,ed315570ce15df8d9ae228735a50e15e,0.159,0.0,2,0.864,0,0.79,While You Slept I Went Out Walking,,382.943,,TRAINDN12903CE77F1
3861,SOMMLVL12A8C132438,146606,Playmates,AROCBZZ11E2835D652,,,,Small Faces,,136.88118,0,0.55,-14.946,115.745,1,0.0,Saylarvee (LP Version),,0.58223834366451,0.44905257515374747,f40ab8caeaa2137ab68213ed1bbc9a41,0.2,0.0,0,0.55,1,0.464,Playmates,,132.075,,TRAINFW128F42555CA
3862,SOCYCFF12AB0188824,568312,Love Canticle,ARD3ICK1187B9A56C9,,,,Jimmy Riley,,225.802,5,0.546,-7.284,165.67,4,0.774,Conversation,,0.47772473249197345,0.299705214086752,430e29178ea582a60cff49932d5eb1a8,0.374,0.0,5,0.546,1,0.369,Love Canticle,,218.389,,TRAINGP12903C956AD
3863,SOOFHNG12A6D4FAB3A,271181,Virus,ARLF0QY1187FB4FDCC,,Oxford England,,Heavenly,,327.6273,4,0.211,-4.283,175.007,4,0.612,Liberty,,0.5875943706725656,0.46815875635794574,21e14d002b5a4bc887655c569200820d,0.0,0.0,4,0.211,0,0.0,Virus,0.503752061361102,323.512,,TRAINYU128F4246BD1
3864,SOROPBZ12A6D4FBC75,65220,Patchwork,ARECPYG11C8A42B5BF,,,,1. Futurologischer Congress,,196.64934,9,0.253,-8.166,107.711,4,0.852,Die Art von Mann,,0.37476310334581664,0.2569779936917517,779ae31ef3f6fe3ffb199d9c71541593,0.09,0.0,9,0.253,0,0.24,Patchwork,,192.459,,TRAINKW128F14AFD82
3865,SOJBRYI12A6D4F80EF,28253,Q: Are We Not Men?  A: We Are Devo / Devo Live,ARYML1P1187B9AF39B,,Georgia,,Devo,,141.08689,9,0.805,-11.714,155.26,4,0.813,Soo Bawlz,1979,0.7078399684415906,0.5324458709594074,8dad9f8096c7002f0bf6cd616105ac8b,0.16,0.0,9,0.805,1,0.524,Q: Are We Not Men?  A: We Are Devo / Devo Live,0.5096409655518045,133.846,post-punk | american | electronic | art punk | synthpop | new wave | classic pop and rock | akron | ohio | punk | usa,TRAIXQL128F1467D66
3866,SOCDQJG12A8C133163,242839,Let The Movie Begin,ARKZXSQ1187B9AC9F3,,,,Joy Division,,128.67873,10,0.063,-9.663,135.066,4,0.791,Passover,1980,0.7642871824984319,0.5762946511398908,48bb1fcddd7dd30f7e35862b4e9f195d,0.0,0.0,10,0.063,1,0.453,Let The Movie Begin,,123.751,post-punk | uk | british | new wave | english | 80s | goth | rock and indie | 70s | manchester | britannique,TRAIXFB128F423C5A8
3867,SOPGSVK12A8C13CD10,777967,Audio & Murder,AR6RG8J1187B9A815C,51.50632,London,-0.12714,The Frantic,,146.15465,9,0.635,-5.22,112.09,4,0.0,Rock & Roll Renegade,,0.5838738827923154,0.3259873912685581,c083c1dd28479488cfe263a62c559ce7,0.0,0.0,9,0.635,1,0.488,Audio & Murder,,146.155,,TRAIXJZ12903CEDB1D
3868,SOYYAKA12A58A7D409,446325,1937/40 Broadcasts,ARGDLJR1187B98D048,,,,Bob Crosby,,171.85914,0,0.513,-14.946,100.317,4,1.0,Wolverine Blues (Slight Flaw In Master) (1940 Blackhawk Restaurant Chicago),,0.5109287026358955,0.38955338756808916,aa9ba14d22a7d793114acbf5bc1b9e83,0.0,0.0,0,0.513,0,0.574,1937/40 Broadcasts,0.26586104921065007,171.859,,TRAIXHM128F9302149
3869,SOSSSPO12A8C135F1A,251622,Hits & Hymns Volume II,ARR575U1187B98FB97,38.8235,Maryland,-75.92381,The Perrys,,241.44934,7,0.934,-8.962,45.709,4,0.637,By Faith I Can Touch Him Now,,0.5013371622205839,0.38067987361328043,0a7e6f7915b82c5982a672a6bee4887d,0.0,0.0,7,0.934,1,0.812,Hits & Hymns Volume II,0.0,231.927,,TRAIXZC128F424C148
3870,SOTWSZN12AB0187523,646640,Ma Motivation,ARY97R61187B9AF262,,,,Ruffneck,,201.97832,7,0.529,-5.411,134.245,4,0.62,C'Est Moi L'BO$$,,0.4474420918125452,0.28359445557123003,304a891401d5e1d188997a8afe69943b,0.386,0.0,7,0.529,1,0.607,Ma Motivation,,199.709,,TRAIXNZ128F934D8A9
3871,SOWHSLN12AB01875F0,519413,Söder Om Kärleken,ARGE4J31187B9B41EE,62.19845,Sweden,17.55142,Sofia Karlsson,,165.69424,6,0.341,-10.062,205.16,1,0.0,Blåsut,2009,0.5666616579558601,0.4183566807740786,1532afe10407e48188a3deab38055512,3.402,0.0,6,0.341,1,0.367,Söder Om Kärleken,0.3725300393660796,158.18,,TRAIXTR128F9352D40
3872,SONWBTR12A6D4FCFFE,128937,He's Working It Out For You,ARK0VFZ1187FB4309B,,DURHAM North Carolina,,Shirley Caesar,,408.05832,8,0.71,-12.411,154.483,3,0.501,Wait On The Lord  (LP Version),,0.579309488079539,0.3702735189662959,9506e71f822c8de61f70cf7c4e97e73e,0.0,0.0,8,0.71,1,0.583,He's Working It Out For You,,399.743,,TRAIXZQ128F423098F
3873,SOXHBWK12A8C133D3D,195297,Communication (Remix),AROQWIB11F4C83E5DC,,,,Mario Piu',,355.39546,7,0.774,-9.3,133.015,4,0.0,Communication (More Mix),,0.5601953724647579,0.3864267491428221,576fa7e4226ec65e649204f4a3a6f854,10.966,0.0,7,0.774,0,0.518,Communication (Remix),0.21204540548371908,351.747,,TRAIXEO128F424AD97
3874,SOBYNHP12A8C13C6AB,219520,Mississippi Delta Blues Jam In Memphis,ARE2QID1187B98FA19,35.74595,Ripley TN,-89.53176,Sleepy John Estes,,197.0673,2,0.008,-15.163,130.889,4,0.205,Need More Blues,1993,0.5190000723734253,0.35303574014515915,345f758eee3c855fc9123cd12e197fc8,0.0,0.0,2,0.008,1,0.358,Mississippi Delta Blues Jam In Memphis,,188.041,,TRAIRHS128F4287576
3875,SOYEWDH12AAF3B45CE,480803,Drawing Down the Moon,AREBWEH1187B99EA9A,,Helsinki,,Beherit,,185.05098,8,0.269,-13.213,141.621,4,0.905,Werewolf_ Semen And Blood,1993,0.596184926664484,0.42747924145936206,a09c87e7456f7f59ffd872bc97f8ecb6,0.363,0.0,8,0.269,1,0.269,Drawing Down the Moon,0.5493423317879715,181.714,finnish,TRAIRIK128F92F0212
3876,SOBOOXP12A6D4F7F9F,29379,Keepin' It Cool,ARC0NOU1187B9AA91D,,,,Nick Colionne,,215.14404,8,0.594,-7.114,102.04,4,1.0,If You Ask Me,2006,0.5632364313161327,0.44543810335469275,fec0c0f832d5403f8f963173ef7c6756,0.0,0.0,8,0.594,0,0.342,Keepin' It Cool,0.621195684059579,202.257,,TRAIRNE128F146B1FA
3877,SORMJGW12A8C144638,318926,Live! At The Desert Inn,ARD0FN11187B9B25CD,40.85715,New York NY [The Bronx],-73.85678,Bobby Darin,,210.38975,1,0.007,-7.54,81.895,5,0.794,Moritat (Mack The Knife),,0.7044114702369764,0.4694259079758136,4f448fb6c33add7d990f33103fc8748c,0.0,0.0,1,0.007,1,0.34,Live! At The Desert Inn,0.0,205.392,american | rock | big band | pop | rock and roll | easy listening soundtracks and musicals | folk,TRAIRLU128F92D0250
3878,SOZLFDW12A8C137028,289872,Titus - Original Motion Picture Soundtrack,ARZVEF91187B9AC770,40.71455,New York NY,-74.00712,Elliot Goldenthal,,305.50159,0,0.518,-13.959,140.629,4,0.184,Pickled Heads,2000,0.5991337690974036,0.3929946225880104,037133080a6cb6d51208cc64dde4d889,0.0,0.0,0,0.518,1,0.502,Titus - Original Motion Picture Soundtrack,0.26695518627553855,300.623,american | avante garde | classical | oratorio | opera | soundtrack | brooklyn | musical | soundtrack composer,TRAIRRA128F42788ED
3879,SOPIEKE12AB01824E6,460964,Slaves Mass,ARI4RPW1187B9B862D,-9.82491,Lagoa da Canoa Alagoas,-36.74328,Hermeto Pascoal,,131.36934,0,0.0,-9.349,179.161,1,0.0,Little Cry For Him (Chorinho Pra Ele) (LP Version),,0.5792730416866078,0.40658292930958295,a70f1c4ef404bb48737ef38659803a64,0.218,0.0,0,0.0,1,0.017,Slaves Mass,0.21508031850922793,124.244,jazz and blues,TRAIRVF128F932B0D6
3880,SOTSHSN12AC3DF4046,775675,Greatest Features,AR9788H1187B9A05D1,39.95227,Philadelphia PA,-75.16237,Jedi Mind Tricks,,205.06077,11,0.626,-5.688,96.054,4,0.617,Silence,,0.6119339564130707,0.3723508695973636,814fbc6afb0d3e392f55efdb2c3b7b08,0.351,0.0,11,0.626,0,0.507,Greatest Features,,194.386,,TRAIRWM12903CE75BB
3881,SOCYCOU12AB018E69F,765828,Asi Soy,AROVE3N1187FB44DAD,,,,Charlie Cruz,,280.45016,2,0.202,-3.087,188.502,1,0.0,Si Te Dicen Por Ahi,,0.5334533429919516,0.27380615027542854,27dcc9305e59349ab5e8be20b368fc45,0.148,0.0,2,0.202,1,0.327,Asi Soy,,278.03,,TRAIRAL12903CCE808
3882,SOFWOXM12A67ADEA89,66964,Beauty Queen,AR5O6W51187FB46984,51.16418,Germany,10.45415,SNAP!,,404.37506,11,0.689,-9.317,130.286,4,0.0,Beauty Queen (12 Spoon Club Mix),2005,0.7188102099645777,0.4639000947923324,c143e840b5bf5461af9fd36b483fc953,0.694,0.0,11,0.689,0,0.584,Beauty Queen,,399.575,german | electronic | european | hip hop rnb and dance hall | dance | 90s,TRAIRNT128EF33FF36
3883,SOEKSLB12A6D4F56FE,85340,Mercedes Castro Acompañada con Mariachi Y Banda - En vivo,ARPPTNG11F50C482A3,,,,Mercedes Castro,,197.09342,10,0.85,-8.593,106.083,3,1.0,El Capiro,,0.43573200360498643,0.373045953823385,7ca3dce896b018c05e4ff3ed89b0d2d7,0.0,0.0,10,0.85,1,0.658,Mercedes Castro Acompañada con Mariachi Y Banda - En vivo,,197.093,,TRAIRRP128EF3669DC
3884,SOIKWWB12AAF3B45D0,433281,Knowing,AR9YV621187B99373E,,,,Marco Beltrami,,209.08363,8,0.052,-28.231,121.28,4,0.0,Revelations,2009,0.594832623751445,0.3786499789617854,6b8c053a80859a5f77f16671c4a84180,2.299,0.0,8,0.052,1,0.385,Knowing,0.3347065490692206,198.444,italian | soundtrack,TRAIRSH128F92E4B18
3885,SOHNTPT12AB01835EF,368970,Heritage - Florilège - BAM (1954-1978),ARYDFJA1241B9CBFF2,,,,Jacques Douai,,122.46159,7,0.483,-18.803,79.003,4,0.984,L'Etang Chimérique,,0.31385115159841964,0.14519082979005074,edb451aaffa17b3312e47dd1a4132c2e,0.0,0.0,7,0.483,1,0.41,Heritage - Florilège - BAM (1954-1978),,117.545,,TRAIRGP128F9337847
3886,SOYLBTJ12A8C13EB1A,262115,For The Sake Of The Children,ARBHPBX1187FB47102,,Minnesota,,The Steeles,,231.41832,2,0.244,-10.447,117.437,4,0.0,On The Road To Emmaus,,0.43746358594754686,0.34678104189114095,4daa47d38a557e57827f8e67a3b5aa68,0.0,0.0,2,0.244,0,0.412,For The Sake Of The Children,0.0,225.982,,TRAIRGY128F4271023
3887,SOVCPGK12AB01894AB,647745,Folk Songs,ARGE4J31187B9B41EE,62.19845,Sweden,17.55142,Sofia Karlsson,,340.21832,0,0.954,-14.863,101.897,5,0.799,I denna ljuva sommartid,2002,0.5666616579558601,0.4183566807740786,218eee2e1c43d78c657edc89bfadd0df,0.604,0.0,0,0.954,1,0.845,Folk Songs,,329.195,,TRAIVWA128F93506E8
3888,SOIQGXP12A6D4F8C27,38784,Blessed: The Best Of Rachael Lampa,AR658OS1187FB5C451,,,,Rachael Lampa,,269.00853,4,0.24,-2.224,101.905,4,0.636,I'm All Yours (LP Version),,0.62558262471993,0.46819387431680104,cc56ad20bc1dc53268cfb521d92b777c,0.194,0.0,4,0.24,1,0.256,Blessed: The Best Of Rachael Lampa,0.0,259.216,,TRAIVMN128F147C5B8
3889,SOWNICQ12A8C132752,281698,Black & Blue,AR3JMC51187B9AE49D,28.53823,Orlando FL,-81.37739,Backstreet Boys,,173.5571,11,0.505,-5.47,86.693,3,1.0,Shape Of My Heart,2000,0.8514176288473655,0.5926149273518344,b557bbccdabdfc2d45fd105d5d7602d5,2.798,0.0,11,0.505,0,0.518,Black & Blue,,165.75,american | pop | boy band | boy group | pop and chart,TRAIVZI128F42642DE
3890,SOBUVYW12AB0184EC5,670472,Self Control,ARNBV1X1187B996249,,,,Alex,,247.43138,1,0.838,-6.023,127.979,4,0.0,Love Selecta (feat Iffectz & Marwa),,0.6402875568801327,0.4321725641468849,6e32f5623a8a73ae70c2cb71309df35b,0.246,0.0,1,0.838,1,0.548,Self Control,0.0,239.554,,TRAIVCI12903CBDE21
3891,SOMKBNA12AB017BEA1,622216,Live at Red Rocks,ARXPE571187FB4AFD0,,Chicago IL,,Rickie Lee Jones,,314.72281,10,0.615,-9.785,147.736,3,0.899,Just My Baby,1989,0.6706153961663586,0.5031516059846183,5bc11c59c23c8e31b1fe5a6979291719,0.0,0.0,10,0.615,1,0.626,Live at Red Rocks,,304.321,classic pop and rock | folk,TRAIVRW128F930F6DD
3892,SOQMZCQ12A8C1335F0,282923,Keb' Mo',ARO0QD41187FB3AB0A,34.05349,Los Angeles CA,-118.24532,Keb'Mo',,176.5873,7,0.677,-15.608,79.151,4,0.93,Anybody Seen My Girl,1994,0.6321309130150968,0.4722812106508984,d0d99c593e8f507a93da868cd8c46b44,1.468,0.0,7,0.677,1,0.65,Keb' Mo',0.6624931608196217,165.309,classic pop and rock,TRAIVMM128F4266056
3893,SOHVOAF12A8C143ED2,416727,Evocation I - The Arcane Dominion,ARPNY981187B9ACB75,,Switzerland,,Eluveitie,,78.18404,0,0.651,-14.481,111.127,3,0.636,A Girls Oath,,0.7645660843051246,0.5274929810161438,8b0b54375268d86ecd89f30a144b3ac4,3.315,0.0,0,0.651,0,0.529,Evocation I - The Arcane Dominion,0.650676968982036,78.184,folk metal | swiss | melodic death metal | celtic metal | gaulish lyrics | metal,TRAIVFK128F932C825
3894,SOFNRTP12AC90717AA,601830,Rage and Fury,ARHD3RX1187FB3A7DA,,Birmingham England,,Steel Pulse,,231.49669,6,0.727,-6.092,153.052,4,0.195,Ku Klux Klan,1978,0.6984525389455865,0.5029746364184818,25bde324e1fbaf1f1decd6b18d1bde69,0.171,0.0,6,0.727,1,0.579,Rage and Fury,,218.285,soul and reggae,TRAIVLC12903CF3A0C
3895,SOWYEWY12A67020333,6891,Grace And Mercy,ARTDBI61187FB48479,42.99671,Grand Rapids MI,-85.59012,Marvin Sapp,,393.09016,7,0.309,-14.668,89.726,3,0.559,Whosoever Will (LP Version),,0.7337146964873255,0.4596654567282773,302d1c84dda9659e76a1790385c95822,0.119,0.0,7,0.309,1,0.208,Grace And Mercy,0.3007531555896651,382.845,,TRAIVEH128E078526A
3896,SORJPQM12A8C1338BB,284474,Danielpour:  Concerto for Orchestra,ARJDUON1187B989F69,,,,David Zinman;Pittsburgh Symphony Orchestra,,641.48853,0,0.426,-25.895,170.899,7,0.621,Concerto for Orchestra (Zoroastrian Riddles) (1996)/3. Adagio non troppo,,0.40799723925500914,0.3331088294667733,8b4365a521157b60c47ed5ec70141b65,7.059,0.0,0,0.426,0,0.483,Danielpour:  Concerto for Orchestra,,588.295,classical,TRAIVRV128F426D8A9
3897,SOLTIVF12AAFF43797,783246,Keep on Moving,ARAZCWP129462A97F1,,,,Bob Marley,,173.24363,2,0.519,-7.236,127.765,4,1.0,Lively Up Yourself,1991,0.7788358274024846,0.570106511951141,5d48f7df1737e79f877344b4191147da,0.287,0.0,2,0.519,1,0.575,Keep on Moving,,166.388,reggae | jamaican | soul and reggae | bob-marley,TRAIVMM12903CFAD62
3898,SOJOAOZ12A58A7D7B6,29249,Alone In His Presence,AR2O3B51187B98CD94,35.2225,Charlotte NC,-80.83754,Cece Winans,,292.51873,0,0.528,-9.915,113.636,3,1.0,Because Of You,,0.6377721594176248,0.5408325519524202,0450be9db45c5d4b98b28064838f8010,0.222,0.0,0,0.528,1,0.538,Alone In His Presence,0.38293509007501925,287.771,,TRAIVVQ128F146AB17
3899,SOQBJHP12A6D4F7ED9,24504,Dansez Avec Jo Privat,ARQC4R31187B9A0D88,,,,Jo Privat,,146.57261,6,0.107,-7.828,122.093,4,0.844,Rossignol Montmartrois (Polka),,0.39145406405090427,0.3208501295544305,9987ca1c6226fa2d2e63c3c53dd5b041,0.386,0.0,6,0.107,0,0.323,Dansez Avec Jo Privat,,141.897,,TRAIVHI128F145CC6F
3900,SOLREKJ12AF729FF59,235138,French,AR0XSOO1187B9B9E88,51.50632,London / Ex-Manchester,-0.12714,Buzzcocks,,144.77016,9,0.9,-11.058,181.421,4,0.235,Get On Our Own,1978,0.7004466143862085,0.528795206130862,7162fa8e47b3b8d9802122f9b81e66f5,0.0,0.0,9,0.9,1,0.481,French,,137.526,uk | punk | england | manchester | english | classic pop and rock | british,TRAIVNL128F422CFE2
3901,SOHLAYJ12A58A7EC8D,225440,Hung Like A Fly,ARPB4TX1187B98DDEA,,,,Marga Gomez,,26.93179,6,0.178,-13.467,104.618,3,0.059,Introduction,,0.3107765232758942,0.22842866681038249,bf5982e612d2514fe20f39e5b6f08f13,0.067,0.0,6,0.178,1,0.312,Hung Like A Fly,,26.932,,TRAIEYB128F4212FFE
3902,SOHANQX12A8C13C2C4,302022,Teenage Head,ARDK87R1187B98D51C,,San Francisco CA,,Flamin' Groovies,,199.96689,4,0.581,-5.24,235.405,4,1.0,Evil Hearted Ada,1971,0.5593175024118211,0.43700191865316,2f321df5f679e04a2ceb149d123f7f6b,0.293,0.0,4,0.581,1,0.401,Teenage Head,0.6616513907264476,195.274,rock and indie,TRAIEWD128F42A0039
3903,SOEMYLB12AB0182CFA,552858,Miao......,AR126G61187B9B88A6,,,,Candy Lo,,244.03546,0,0.569,-8.951,235.903,7,1.0,Ji Nian Pin,,0.48446304405210033,0.3425370031626706,4e122c26fc3c3518f8cb58b8a4390f7c,0.223,0.0,0,0.569,1,0.563,Miao......,,238.219,mandarin | cantonese | hong kong | chinese,TRAIEUH128F93363F7
3904,SOOKZLP12A8C13F561,120256,Kalifornia Love,ARS8KBY1187FB4BC7E,39.95227,Philadelphia PA,-75.16237,Kurupt_ Rosco_ Jayo Felony & 40 Glocc,,192.86159,10,0.328,-14.922,174.762,4,0.0,She Flock To Me,,0.6328520165748289,0.41179782681526267,3b887449650062063e695b009cf68332,0.0,0.0,10,0.328,0,0.431,Kalifornia Love,,187.786,,TRAIENF128F42AAA41
3905,SOVAIXW12AB0184398,563109,All Time Greats,ARSDSMG1187B98CB59,40.71455,New York NY,-74.00712,Eddie Cantor,,145.31873,5,0.57,-24.705,122.887,3,0.924,That's The Kind Of Baby For Me,2000,0.4161410224693502,0.33109012633891616,df54ab0fe20555e75a5fedbf6fcf02f9,0.24,0.0,5,0.57,1,0.502,All Time Greats,0.21204540548371908,139.424,,TRAIEXH128F9353678
3906,SOMNUEC12A8C13D9D3,731981,Apollo Sound V,ARXKXC71187B99AA0E,,,,Roberto Roena,,224.522,1,0.712,-6.648,126.291,7,1.0,Oriza Eh,,0.46642699995204817,0.35148963247073306,ab309cbf06dc4f1948208d904c9f827a,0.343,0.0,1,0.712,1,0.556,Apollo Sound V,0.0,205.276,,TRAIEYP12903CEAF17
3907,SONLIAJ12A8C133459,146604,Flee,AR695PK1187B996E35,54.6904,West Hartlepool England,-1.2323,The Jeremy Spencer Band,,206.05342,4,0.917,-9.1,116.137,4,0.876,Travellin' (Album Version),,0.5209330793305875,0.2060203719845676,3d61afac29e7fde8e951a089d9aed505,0.16,0.0,4,0.917,1,0.763,Flee,0.26465165838973526,198.722,,TRAIESZ128F42555B4
3908,SOWNJJD12A6D4F9E34,65428,1970: The Complete Fun House Sessions,ARLR9U31187B9A71AD,42.32807,Ann Arbor MI,-83.7336,The Stooges,,43.91138,11,0.0,-22.115,100.353,3,0.792,Studio Dialogue (#19),,0.7326033944243092,0.49705095869202826,1ed0c0cd57a4afd655955ac87c84bd9f,0.241,0.0,11,0.0,0,0.0,1970: The Complete Fun House Sessions,,43.911,classic pop and rock,TRAIETL128F14B0696
3909,SODKEQI12AB018D636,722155,The Definition Of A ZillaNaire [DJ Drop Mix],AR1VCLT1187FB4C8AC,,,,Tum Tum [DJ Drop Mix],,87.14404,5,0.44,-9.285,159.252,4,0.0,Definition Of A Zilla'Naire,,0.592494980055643,0.35062894689721674,4b2e45f55647632ccd082c4f16ae9a4d,5.515,0.0,5,0.44,1,0.329,The Definition Of A ZillaNaire [DJ Drop Mix],,87.144,,TRAIEYQ12903CD18C5
3910,SOGHGOM12A67ADC18F,67443,The Platinum Collection,AR3U3G01187FB58BA7,,,,Christie Hennessy,,332.69506,9,1.0,-15.673,126.488,4,0.892,Roll Back The Clouds,,0.4139599417431624,0.3165494603255641,d8046bd2b04bcb8b390e9cb8de206b17,2.206,0.0,9,1.0,1,1.0,The Platinum Collection,,313.295,,TRAIEPK128EF340961
3911,SOPWKOX12A8C139D43,429695,Youth & Young Manhood,ARF2EHS1187B994F4E,36.16778,Nashville Tennessee,-86.77836,Kings Of Leon,,168.82893,7,0.664,-6.538,125.875,1,0.0,Genius,2003,0.8457688664485438,0.7888059351620142,41d29b1420e4e6d9acf8bf7bd09505ee,0.173,0.0,7,0.664,1,0.696,Youth & Young Manhood,0.9102250754999608,156.415,american | southern rock | garage rock | rock and indie | américain | alternative rock | usa | rock | united states | indie rock,TRAIELD128F92DC682
3912,SOHKOMM12A6D4F7114,82932,15 Exitos Vol. 2 Flor Silvestre,ARHFEBO11F50C4825A,,,,Flor Silvestre,,207.75138,7,0.829,-10.19,130.818,1,1.0,Aquel Amor,,0.4205458495228202,0.3135693426838017,bbee51ec29badef891b7a2b7793ffff6,0.0,0.0,7,0.829,1,0.673,15 Exitos Vol. 2 Flor Silvestre,,204.434,,TRAIUGS128EF360F52
3913,SOLYLZD12A6D4FB2F5,279564,Nightly Cares,ARP7AOI1187FB518B4,,,,Múm,,249.05098,1,0.704,-15.775,95.576,4,0.453,Nightly Cares,2004,0.7139458812470219,0.4669912722868447,8c6b4837d7e3de7bf4bc68238f01d801,2.264,0.0,1,0.704,0,0.858,Nightly Cares,0.7740042743064652,231.329,icelandic | post-rock | electronic | rock and indie,TRAIUYZ128F425BD2F
3914,SOUKTVZ12AB017E93B,440196,Voices Of Americana: Tommy McLain,ARPBKZF1187B996BD7,,,,Tommy McLain,,196.38812,10,0.362,-21.418,152.294,1,0.0,Let It Be Me,,0.34395901495673087,0.0,275ad9d375747be0ba29f1fd6e24c70e,0.0,0.0,10,0.362,1,0.415,Voices Of Americana: Tommy McLain,,196.388,,TRAIUFU128F92F4F52
3915,SOHAFCN12AF72A2AEE,102367,Lit'l Song,AR681HS1187FB5BBFE,,California,,David Lynch,,618.23955,3,0.164,-13.61,131.292,4,0.464,Unicorn,,0.5668139099960331,0.46302507599424003,abcb1d8e0fe807c06813e497cce770bb,0.16,0.0,3,0.164,1,0.496,Lit'l Song,,607.33,jazz | american,TRAIUKU128F4283C82
3916,SOTGWOK12AB0180413,444570,Robbin' A Bank,ARLJIGA122C849866D,56.95468,CANADA - other,-98.30897,Hot Live Guys,,138.13506,7,0.463,-3.846,123.087,1,0.258,I'm A Killer,,0.4439571069043457,0.32752470200713396,21f94d0cf5daa816d03008e4a4b60535,0.131,0.0,7,0.463,1,0.61,Robbin' A Bank,,131.088,,TRAIUWA128F92FE8AA
3917,SOALUMD12AB0187F8D,724393,Times Like These,ARLZYDV11C8A4226B0,,,,Albin Myers,,493.29587,7,0.733,-8.648,127.923,1,0.0,Times Like These,,0.528563793158552,0.34003073938791123,e8361dcbf2a83bd0ad5ee433f4058ab7,0.0,0.0,7,0.733,1,0.652,Times Like These,0.26586104921065007,450.496,,TRAIUVT12903CD76F3
